Date,Adj Close
2016-01-04,2012.6600341796875
2016-01-05,2016.7099609375
2016-01-06,1990.260009765625
2016-01-07,1943.0899658203125
2016-01-08,1922.030029296875
2016-01-11,1923.6700439453125
2016-01-12,1938.6800537109373
2016-01-13,1890.280029296875
2016-01-14,1921.8399658203125
2016-01-15,1880.3299560546875
2016-01-19,1881.3299560546875
2016-01-20,1859.3299560546875
2016-01-21,1868.989990234375
2016-01-22,1906.9000244140625
2016-01-25,1877.0799560546875
2016-01-26,1903.6300048828125
2016-01-27,1882.949951171875
2016-01-28,1893.3599853515625
2016-01-29,1940.239990234375
2016-02-01,1939.3800048828125
2016-02-02,1903.030029296875
2016-02-03,1912.530029296875
2016-02-04,1915.449951171875
2016-02-05,1880.050048828125
2016-02-08,1853.43994140625
2016-02-09,1852.2099609375
2016-02-10,1851.8599853515625
2016-02-11,1829.0799560546875
2016-02-12,1864.780029296875
2016-02-16,1895.5799560546875
2016-02-17,1926.8199462890625
2016-02-18,1917.8299560546875
2016-02-19,1917.780029296875
2016-02-22,1945.5
2016-02-23,1921.27001953125
2016-02-24,1929.800048828125
2016-02-25,1951.699951171875
2016-02-26,1948.050048828125
2016-02-29,1932.22998046875
2016-03-01,1978.3499755859373
2016-03-02,1986.449951171875
2016-03-03,1993.4000244140625
2016-03-04,1999.989990234375
2016-03-07,2001.760009765625
2016-03-08,1979.260009765625
2016-03-09,1989.260009765625
2016-03-10,1989.5699462890625
2016-03-11,2022.18994140625
2016-03-14,2019.6400146484373
2016-03-15,2015.9300537109373
2016-03-16,2027.219970703125
2016-03-17,2040.5899658203125
2016-03-18,2049.580078125
2016-03-21,2051.60009765625
2016-03-22,2049.800048828125
2016-03-23,2036.7099609375
2016-03-24,2035.93994140625
2016-03-28,2037.050048828125
2016-03-29,2055.010009765625
2016-03-30,2063.949951171875
2016-03-31,2059.739990234375
2016-04-01,2072.780029296875
2016-04-04,2066.1298828125
2016-04-05,2045.1700439453125
2016-04-06,2066.659912109375
2016-04-07,2041.9100341796875
2016-04-08,2047.5999755859373
2016-04-11,2041.989990234375
2016-04-12,2061.719970703125
2016-04-13,2082.419921875
2016-04-14,2082.780029296875
2016-04-15,2080.72998046875
2016-04-18,2094.340087890625
2016-04-19,2100.800048828125
2016-04-20,2102.39990234375
2016-04-21,2091.47998046875
2016-04-22,2091.580078125
2016-04-25,2087.7900390625
2016-04-26,2091.699951171875
2016-04-27,2095.14990234375
2016-04-28,2075.81005859375
2016-04-29,2065.300048828125
2016-05-02,2081.429931640625
2016-05-03,2063.3701171875
2016-05-04,2051.1201171875
2016-05-05,2050.6298828125
2016-05-06,2057.139892578125
2016-05-09,2058.68994140625
2016-05-10,2084.389892578125
2016-05-11,2064.4599609375
2016-05-12,2064.110107421875
2016-05-13,2046.6099853515625
2016-05-16,2066.659912109375
2016-05-17,2047.2099609375
2016-05-18,2047.6300048828125
2016-05-19,2040.0400390625
2016-05-20,2052.320068359375
2016-05-23,2048.0400390625
2016-05-24,2076.06005859375
2016-05-25,2090.5400390625
2016-05-26,2090.10009765625
2016-05-27,2099.06005859375
2016-05-31,2096.949951171875
2016-06-01,2099.330078125
2016-06-02,2105.260009765625
2016-06-03,2099.1298828125
2016-06-06,2109.409912109375
2016-06-07,2112.1298828125
2016-06-08,2119.1201171875
2016-06-09,2115.47998046875
2016-06-10,2096.070068359375
2016-06-13,2079.06005859375
2016-06-14,2075.320068359375
2016-06-15,2071.5
2016-06-16,2077.989990234375
2016-06-17,2071.219970703125
2016-06-20,2083.25
2016-06-21,2088.89990234375
2016-06-22,2085.449951171875
2016-06-23,2113.320068359375
2016-06-24,2037.4100341796875
2016-06-27,2000.5400390625
2016-06-28,2036.0899658203125
2016-06-29,2070.77001953125
2016-06-30,2098.860107421875
2016-07-01,2102.949951171875
